maintenance_id,aircraft_id,maintenance_date,maintenance_type,severity,downtime_hours,cost_usd,status,technician
MT0011326,AC00598,2026-02-09,Routine Service,Low,33,36389,Completed,Technician-A
MT0011327,AC00405,2026-06-09,Engine Inspection,Low,71,47140,Completed,Technician-A
MT0011328,AC00098,2026-02-05,Routine Service,Low,40,33827,Scheduled,Technician-A
MT0011329,AC00255,2026-06-27,Routine Service,Low,19,60035,In Progress,Technician-A
MT0011330,AC00999,2026-05-12,Avionics Inspection,Medium,32,7759,Completed,Technician-A
MT0011331,AC00998,2026-06-01,Structural Inspection,Medium,7,75948,Completed,Technician-D
MT0011332,AC00160,2026-04-12,Structural Inspection,Low,65,56892,Completed,Technician-A
MT0011333,AC00744,2026-06-24,Structural Inspection,Medium,54,36179,Scheduled,Technician-A
MT0011334,AC00861,2026-01-19,Avionics Inspection,Low,2,26839,Completed,Technician-A
MT0011335,AC00089,2026-01-28,Avionics Inspection,High,9,41837,Scheduled,Technician-B
MT0011336,AC00164,2026-03-15,Engine Inspection,Low,39,67319,Scheduled,Technician-A
MT0011337,AC00199,2026-03-15,Avionics Inspection,High,66,54540,In Progress,Technician-C
MT0011338,AC00269,2026-02-07,Structural Inspection,Low,45,69495,Completed,Technician-B
MT0011339,AC01192,2026-05-05,Structural Inspection,High,36,37585,Completed,Technician-C
MT0011340,AC00908,2026-04-06,Hydraulic Check,Medium,12,32573,Completed,Technician-B
MT0011341,AC00898,2026-05-04,Engine Inspection,Low,30,26506,In Progress,Technician-B
MT0011342,AC01134,2026-03-08,Avionics Inspection,Medium,28,11991,In Progress,Technician-C
MT0011343,AC00088,2026-04-14,Avionics Inspection,Low,66,78153,In Progress,Technician-A
MT0011344,AC00586,2026-03-23,Engine Inspection,Medium,64,20965,Scheduled,Technician-A
MT0011345,AC00793,2026-04-24,Structural Inspection,Low,31,67570,Completed,Technician-D
MT0011346,AC00051,2026-02-20,Avionics Inspection,Medium,69,14696,Scheduled,Technician-A
MT0011347,AC00090,2026-02-12,Routine Service,Medium,40,32735,Scheduled,Technician-B
MT0011348,AC01184,2026-04-06,Landing Gear,Low,72,16322,Completed,Technician-D
MT0011349,AC00557,2026-05-11,Landing Gear,Medium,24,10786,In Progress,Technician-D
MT0011350,AC00532,2026-04-24,Structural Inspection,Low,18,68037,Completed,Technician-A
MT0011351,AC00551,2026-03-12,Engine Inspection,Medium,61,80042,In Progress,Technician-B
MT0011352,AC00770,2026-03-18,Engine Inspection,Low,55,65514,Scheduled,Technician-D
MT0011353,AC00762,2026-03-05,Routine Service,Low,13,43435,Scheduled,Technician-D
MT0011354,AC00575,2026-03-26,Routine Service,High,54,5426,Scheduled,Technician-A
MT0011355,AC00110,2026-06-27,Structural Inspection,Medium,70,10762,Completed,Technician-B
MT0011356,AC00592,2026-01-16,Avionics Inspection,Low,15,71466,In Progress,Technician-D
MT0011357,AC01061,2026-03-05,Landing Gear,High,66,70943,In Progress,Technician-B
MT0011358,AC01143,2026-01-24,Landing Gear,Low,69,31244,In Progress,Technician-D
MT0011359,AC00955,2026-01-07,Routine Service,High,2,16593,Scheduled,Technician-D
MT0011360,AC01171,2026-02-02,Hydraulic Check,High,56,43615,Completed,Technician-A
MT0011361,AC01131,2026-01-28,Landing Gear,Low,25,83641,Completed,Technician-A
MT0011362,AC00188,2026-01-29,Engine Inspection,Medium,65,549,Scheduled,Technician-D
MT0011363,AC00348,2026-04-14,Structural Inspection,Low,60,77461,Completed,Technician-A
MT0011364,AC00489,2026-03-25,Landing Gear,High,5,50721,Completed,Technician-C
MT0011365,AC00407,2026-05-28,Structural Inspection,High,6,21287,Completed,Technician-D
MT0011366,AC00547,2026-02-03,Hydraulic Check,High,45,35608,Completed,Technician-D
MT0011367,AC00301,2026-06-04,Structural Inspection,Medium,10,73673,In Progress,Technician-D
MT0011368,AC00290,2026-03-08,Hydraulic Check,Low,55,12777,Completed,Technician-D
MT0011369,AC01088,2026-02-06,Engine Inspection,Medium,62,49119,Completed,Technician-B
MT0011370,AC00145,2026-02-06,Landing Gear,Low,24,2684,Completed,Technician-A
MT0011371,AC00555,2026-06-04,Structural Inspection,Medium,64,75038,Completed,Technician-D
MT0011372,AC01136,2026-06-30,Avionics Inspection,Low,7,62360,Scheduled,Technician-D
MT0011373,AC01066,2026-02-23,Routine Service,Medium,57,77285,Completed,Technician-A
MT0011374,AC00011,2026-03-09,Hydraulic Check,Medium,63,9307,Completed,Technician-D
MT0011375,AC00733,2026-05-01,Avionics Inspection,Medium,39,78447,Completed,Technician-A
MT0011376,AC00378,2026-05-26,Avionics Inspection,Low,62,15831,Completed,Technician-B
MT0011377,AC00865,2026-01-29,Engine Inspection,High,15,39133,Completed,Technician-D
MT0011378,AC00906,2026-02-11,Hydraulic Check,Low,17,13682,Scheduled,Technician-B
MT0011379,AC00532,2026-04-03,Engine Inspection,Low,52,40470,Scheduled,Technician-D
MT0011380,AC00009,2026-03-06,Landing Gear,Low,8,21691,Completed,Technician-B
MT0011381,AC00099,2026-04-09,Routine Service,Low,33,59522,Completed,Technician-D
MT0011382,AC01061,2026-01-20,Landing Gear,Low,62,63762,Completed,Technician-A
MT0011383,AC00549,2026-03-08,Avionics Inspection,Critical,70,21720,Scheduled,Technician-C
MT0011384,AC00954,2026-06-15,Landing Gear,Low,41,52502,In Progress,Technician-D
MT0011385,AC00448,2026-01-03,Landing Gear,Medium,11,63352,Completed,Technician-A
MT0011386,AC00226,2026-01-28,Hydraulic Check,Low,63,12693,Completed,Technician-A
MT0011387,AC00204,2026-05-14,Landing Gear,Medium,49,9975,In Progress,Technician-D
MT0011388,AC00777,2026-02-05,Landing Gear,Low,21,66711,In Progress,Technician-A
MT0011389,AC00375,2026-04-29,Routine Service,Medium,45,833,Scheduled,Technician-C
MT0011390,AC01068,2026-01-29,Engine Inspection,Medium,19,62258,Completed,Technician-C
MT0011391,AC00165,2026-06-09,Avionics Inspection,High,53,76874,In Progress,Technician-D
MT0011392,AC00627,2026-01-24,Structural Inspection,High,3,51344,Scheduled,Technician-B
MT0011393,AC00952,2026-02-17,Avionics Inspection,Low,8,31623,In Progress,Technician-C
MT0011394,AC00922,2026-01-08,Landing Gear,Low,40,44457,Completed,Technician-B
MT0011395,AC00174,2026-04-05,Structural Inspection,Low,60,70991,In Progress,Technician-C
MT0011396,AC00710,2026-02-10,Avionics Inspection,Low,34,39181,Completed,Technician-A
MT0011397,AC01060,2026-03-31,Avionics Inspection,High,10,46379,Completed,Technician-A
MT0011398,AC00599,2026-05-02,Landing Gear,Low,44,37302,Completed,Technician-A
MT0011399,AC00741,2026-04-14,Hydraulic Check,Medium,32,18113,Completed,Technician-B
MT0011400,AC00618,2026-01-16,Hydraulic Check,Low,68,39401,Completed,Technician-D
MT0011401,AC01006,2026-06-15,Structural Inspection,Low,71,18262,Completed,Technician-D
MT0011402,AC01186,2026-06-29,Landing Gear,Low,11,10288,In Progress,Technician-A
MT0011403,AC00051,2026-03-15,Routine Service,Low,36,79605,In Progress,Technician-A
MT0011404,AC01121,2026-06-14,Structural Inspection,Medium,15,24058,In Progress,Technician-A
MT0011405,AC00662,2026-05-25,Engine Inspection,Medium,63,67209,Completed,Technician-A
MT0011406,AC00027,2026-06-29,Avionics Inspection,Low,68,6995,Completed,Technician-B
MT0011407,AC00144,2026-01-10,Routine Service,Critical,65,25863,In Progress,Technician-D
MT0011408,AC01086,2026-05-29,Structural Inspection,High,59,66593,Scheduled,Technician-D
MT0011409,AC00027,2026-03-25,Avionics Inspection,Low,43,11357,Scheduled,Technician-D
MT0011410,AC00791,2026-03-17,Routine Service,Low,22,32363,Completed,Technician-C
MT0011411,AC00107,2026-07-01,Avionics Inspection,Medium,12,80712,Completed,Technician-D
MT0011412,AC00561,2026-02-22,Routine Service,Low,37,18527,Completed,Technician-C
MT0011413,AC00875,2026-03-06,Structural Inspection,Critical,54,3926,In Progress,Technician-A
MT0011414,AC00755,2026-04-13,Hydraulic Check,Medium,25,22837,Completed,Technician-C
MT0011415,AC00464,2026-03-19,Hydraulic Check,Low,18,60677,Completed,Technician-C
MT0011416,AC00843,2026-04-22,Avionics Inspection,Medium,56,73193,Completed,Technician-C
MT0011417,AC00889,2026-01-27,Structural Inspection,High,67,20205,Completed,Technician-D
MT0011418,AC00948,2026-03-30,Engine Inspection,Low,64,32462,Completed,Technician-D
MT0011419,AC00364,2026-02-03,Avionics Inspection,High,27,66689,Scheduled,Technician-B
MT0011420,AC00962,2026-05-02,Routine Service,Medium,40,60858,In Progress,Technician-A
MT0011421,AC01153,2026-03-30,Routine Service,Low,50,46996,Completed,Technician-B
MT0011422,AC01000,2026-01-19,Engine Inspection,Low,3,1415,Completed,Technician-B
MT0011423,AC00980,2026-03-07,Routine Service,Medium,8,69741,Completed,Technician-A
MT0011424,AC00198,2026-03-14,Landing Gear,Low,34,7505,Completed,Technician-D
MT0011425,AC00950,2026-03-17,Structural Inspection,Low,30,4399,Scheduled,Technician-B
MT0011426,AC00014,2026-05-08,Avionics Inspection,Low,12,59229,Completed,Technician-B
MT0011427,AC00962,2026-04-30,Routine Service,Medium,43,36380,In Progress,Technician-D
MT0011428,AC00883,2026-07-01,Structural Inspection,Low,56,63214,Completed,Technician-A
MT0011429,AC01034,2026-01-05,Structural Inspection,High,12,59867,Completed,Technician-C
MT0011430,AC00790,2026-04-07,Landing Gear,Low,64,79572,Scheduled,Technician-D
MT0011431,AC01192,2026-02-21,Structural Inspection,Low,38,69365,Completed,Technician-A
MT0011432,AC00013,2026-01-11,Routine Service,High,22,10959,Scheduled,Technician-C
MT0011433,AC01146,2026-05-29,Engine Inspection,Low,44,63172,Scheduled,Technician-C
MT0011434,AC00242,2026-05-02,Engine Inspection,Medium,58,17580,Scheduled,Technician-C
MT0011435,AC01183,2026-04-10,Routine Service,Medium,32,75945,In Progress,Technician-C
MT0011436,AC01157,2026-01-28,Hydraulic Check,Low,15,8031,Completed,Technician-C
MT0011437,AC00016,2026-07-02,Avionics Inspection,High,3,20844,Completed,Technician-A
MT0011438,AC00147,2026-05-30,Landing Gear,Medium,60,8630,Scheduled,Technician-D
MT0011439,AC00299,2026-06-29,Avionics Inspection,Medium,2,45984,Completed,Technician-B
MT0011440,AC00965,2026-01-02,Engine Inspection,Medium,32,55985,Completed,Technician-A
MT0011441,AC01026,2026-01-04,Engine Inspection,Low,19,51801,Scheduled,Technician-A
MT0011442,AC01143,2026-04-15,Engine Inspection,Low,9,34776,Completed,Technician-B
MT0011443,AC00449,2026-03-24,Avionics Inspection,Low,21,38305,Completed,Technician-D
MT0011444,AC00220,2026-01-29,Structural Inspection,Medium,62,83532,Completed,Technician-A
MT0011445,AC00077,2026-06-22,Structural Inspection,Low,66,43197,Scheduled,Technician-D
MT0011446,AC00649,2026-06-27,Hydraulic Check,Low,49,1331,In Progress,Technician-C
MT0011447,AC00226,2026-03-31,Landing Gear,High,16,61108,Completed,Technician-A
MT0011448,AC01065,2026-02-21,Structural Inspection,High,15,10674,Completed,Technician-B
MT0011449,AC00857,2026-05-31,Landing Gear,High,36,35587,Completed,Technician-A
MT0011450,AC00624,2026-04-21,Structural Inspection,High,15,67245,In Progress,Technician-D
MT0011451,AC01064,2026-02-06,Landing Gear,Low,46,81716,Completed,Technician-C
MT0011452,AC01185,2026-03-24,Avionics Inspection,Low,50,59181,Scheduled,Technician-B
MT0011453,AC00424,2026-01-28,Routine Service,Medium,56,22840,Completed,Technician-C
MT0011454,AC00011,2026-01-16,Structural Inspection,Medium,3,78774,In Progress,Technician-A
MT0011455,AC00389,2026-01-06,Structural Inspection,Medium,16,37264,Completed,Technician-C
MT0011456,AC01000,2026-01-18,Hydraulic Check,Low,48,68857,Completed,Technician-B
MT0011457,AC00505,2026-06-18,Avionics Inspection,Low,27,54279,In Progress,Technician-C
MT0011458,AC00525,2026-04-12,Avionics Inspection,Medium,8,48002,In Progress,Technician-A
MT0011459,AC00945,2026-03-15,Landing Gear,Low,45,19723,Completed,Technician-C
MT0011460,AC00385,2026-06-16,Routine Service,Low,15,58407,Scheduled,Technician-B
MT0011461,AC00933,2026-01-12,Avionics Inspection,Low,45,47698,In Progress,Technician-D
MT0011462,AC00991,2026-06-19,Landing Gear,Low,66,2456,In Progress,Technician-A
MT0011463,AC00033,2026-02-07,Landing Gear,High,18,29755,In Progress,Technician-A
MT0011464,AC00799,2026-05-01,Engine Inspection,Medium,57,46678,In Progress,Technician-C
MT0011465,AC01035,2026-03-23,Structural Inspection,Low,23,12941,Scheduled,Technician-C
MT0011466,AC00983,2026-04-14,Engine Inspection,Medium,22,47913,Completed,Technician-D
MT0011467,AC00609,2026-05-15,Structural Inspection,Low,19,57022,Scheduled,Technician-B
MT0011468,AC01010,2026-04-30,Routine Service,Medium,13,69861,Scheduled,Technician-C
MT0011469,AC00201,2026-05-20,Hydraulic Check,Medium,31,80782,Completed,Technician-D
MT0011470,AC00331,2026-04-30,Engine Inspection,Low,64,29283,Completed,Technician-C
MT0011471,AC01035,2026-06-07,Landing Gear,Medium,30,31236,Completed,Technician-D
MT0011472,AC00952,2026-03-26,Landing Gear,High,65,67457,In Progress,Technician-C
MT0011473,AC00811,2026-03-17,Landing Gear,Medium,42,82599,In Progress,Technician-A
MT0011474,AC00807,2026-05-05,Routine Service,High,61,11778,Scheduled,Technician-B
MT0011475,AC00476,2026-06-17,Avionics Inspection,Medium,51,20333,Scheduled,Technician-C
MT0011476,AC00989,2026-01-07,Engine Inspection,Medium,52,10356,Completed,Technician-B
MT0011477,AC00909,2026-04-05,Routine Service,Low,71,79582,Completed,Technician-C
MT0011478,AC00199,2026-02-10,Engine Inspection,High,67,29355,Completed,Technician-D
MT0011479,AC00720,2026-01-31,Structural Inspection,Medium,28,84650,In Progress,Technician-C
MT0011480,AC00752,2026-02-02,Routine Service,Low,21,81825,Completed,Technician-B
MT0011481,AC00172,2026-06-26,Avionics Inspection,Low,15,57129,In Progress,Technician-A
MT0011482,AC00478,2026-04-01,Routine Service,High,21,84265,In Progress,Technician-D
MT0011483,AC00597,2026-04-17,Engine Inspection,Medium,7,23858,In Progress,Technician-C
MT0011484,AC00822,2026-06-21,Engine Inspection,High,6,72646,Completed,Technician-A
MT0011485,AC00904,2026-05-09,Structural Inspection,Low,33,35718,Completed,Technician-A
MT0011486,AC00195,2026-04-29,Landing Gear,Low,55,43816,In Progress,Technician-C
MT0011487,AC00318,2026-06-27,Routine Service,Low,72,8677,Scheduled,Technician-B
MT0011488,AC01195,2026-01-06,Structural Inspection,Low,21,5328,Scheduled,Technician-B
MT0011489,AC00531,2026-01-16,Hydraulic Check,Low,68,74589,Completed,Technician-B
MT0011490,AC00438,2026-01-11,Engine Inspection,Medium,64,70089,In Progress,Technician-B
MT0011491,AC00308,2026-06-30,Engine Inspection,Low,64,8138,In Progress,Technician-D
MT0011492,AC01085,2026-06-13,Structural Inspection,Medium,52,28542,Scheduled,Technician-A
MT0011493,AC01157,2026-02-06,Avionics Inspection,Medium,16,36945,In Progress,Technician-B
MT0011494,AC01128,2026-06-03,Avionics Inspection,High,29,38047,Completed,Technician-B
MT0011495,AC00494,2026-06-01,Structural Inspection,Medium,57,64820,In Progress,Technician-C
MT0011496,AC00335,2026-06-02,Routine Service,Critical,46,12072,Completed,Technician-B
MT0011497,AC00765,2026-03-10,Routine Service,Low,62,45907,In Progress,Technician-C
MT0011498,AC01136,2026-05-19,Landing Gear,Medium,4,36511,Scheduled,Technician-C
MT0011499,AC01145,2026-03-24,Routine Service,Low,25,69414,Completed,Technician-A
MT0011500,AC00472,2026-02-07,Structural Inspection,High,53,43156,Scheduled,Technician-D
MT0011501,AC01191,2026-03-21,Landing Gear,Low,66,34522,Scheduled,Technician-C
MT0011502,AC00895,2026-04-09,Engine Inspection,Medium,35,16367,Completed,Technician-B
MT0011503,AC00898,2026-04-20,Avionics Inspection,High,18,8501,Completed,Technician-D
MT0011504,AC00671,2026-06-17,Hydraulic Check,Medium,35,81078,Completed,Technician-D
MT0011505,AC00880,2026-03-15,Avionics Inspection,Low,57,35100,Scheduled,Technician-A
MT0011506,AC00366,2026-06-27,Hydraulic Check,Low,66,74096,Completed,Technician-A
MT0011507,AC00886,2026-04-25,Engine Inspection,Low,68,67369,Completed,Technician-C
MT0011508,AC00980,2026-04-13,Routine Service,High,60,43505,Completed,Technician-B
MT0011509,AC00857,2026-06-23,Engine Inspection,Low,31,54792,Scheduled,Technician-B
MT0011510,AC00213,2026-02-04,Engine Inspection,Low,31,84421,Completed,Technician-A
MT0011511,AC00301,2026-05-27,Structural Inspection,Medium,9,63891,In Progress,Technician-C
MT0011512,AC00829,2026-05-14,Engine Inspection,Low,51,38592,Completed,Technician-A
MT0011513,AC01033,2026-06-22,Structural Inspection,Low,46,57877,Scheduled,Technician-B
MT0011514,AC00505,2026-03-28,Landing Gear,Medium,26,64048,In Progress,Technician-A
MT0011515,AC00436,2026-05-18,Landing Gear,Medium,49,18080,Scheduled,Technician-D
MT0011516,AC00890,2026-02-17,Landing Gear,Low,11,29139,Completed,Technician-D
MT0011517,AC01022,2026-04-30,Landing Gear,Medium,55,31033,Scheduled,Technician-B
MT0011518,AC00091,2026-05-26,Routine Service,Low,13,9141,Completed,Technician-C
MT0011519,AC00234,2026-03-24,Engine Inspection,Low,44,4048,Completed,Technician-D
MT0011520,AC00351,2026-01-05,Landing Gear,Medium,15,80592,Scheduled,Technician-D
MT0011521,AC01184,2026-04-17,Routine Service,Low,29,34674,Completed,Technician-C
MT0011522,AC00192,2026-04-14,Structural Inspection,Low,43,77150,Completed,Technician-C
MT0011523,AC00991,2026-01-10,Routine Service,Medium,36,30086,Completed,Technician-B
MT0011524,AC00453,2026-04-08,Hydraulic Check,Medium,65,24748,Scheduled,Technician-D
MT0011525,AC00009,2026-05-21,Routine Service,Low,53,63792,In Progress,Technician-B
MT0011526,AC01021,2026-05-18,Engine Inspection,Medium,26,60281,Completed,Technician-C
MT0011527,AC01111,2026-01-20,Hydraulic Check,Medium,15,69080,Scheduled,Technician-A
MT0011528,AC00169,2026-03-19,Structural Inspection,Medium,22,72702,Scheduled,Technician-B
MT0011529,AC00755,2026-05-04,Routine Service,Low,70,10251,In Progress,Technician-D
MT0011530,AC00318,2026-05-06,Engine Inspection,High,40,80735,In Progress,Technician-D
MT0011531,AC01140,2026-05-06,Landing Gear,Low,39,83784,In Progress,Technician-D
MT0011532,AC00699,2026-03-11,Avionics Inspection,Low,22,69562,Scheduled,Technician-D
MT0011533,AC00039,2026-03-13,Avionics Inspection,Low,59,13602,Scheduled,Technician-B
MT0011534,AC00301,2026-01-27,Engine Inspection,Low,53,34870,Completed,Technician-D
MT0011535,AC00473,2026-06-21,Hydraulic Check,Low,17,68930,Scheduled,Technician-D
MT0011536,AC00958,2026-05-24,Avionics Inspection,Medium,23,43715,In Progress,Technician-D
MT0011537,AC00485,2026-01-06,Engine Inspection,Medium,50,1074,Completed,Technician-A
MT0011538,AC00354,2026-05-30,Hydraulic Check,Low,68,9361,Completed,Technician-A
MT0011539,AC00731,2026-03-19,Avionics Inspection,Medium,64,20955,Scheduled,Technician-C
MT0011540,AC01200,2026-04-20,Landing Gear,Low,71,47697,Completed,Technician-A
MT0011541,AC00389,2026-02-25,Structural Inspection,Medium,20,84023,In Progress,Technician-D
MT0011542,AC01079,2026-05-19,Engine Inspection,Low,65,36833,Completed,Technician-D
